행정구역별,시점,거주외국인별1,거주외국인별2,합계,남자,여자
인천,2019,외국인주민자녀(출생) (명),소계,15452,7939,7513
인천,2020,총인구 (명),소계,2945454,1477064,1468390
인천,2020,합계 (명),소계,131396,67146,64250
인천,2020,한국국적을 가지지 않은 자 (명),소계,99212,54688,44524
인천,2020,한국국적을 가지지 않은 자 (명),외국인근로자,22450,18115,4335
인천,2020,한국국적을 가지지 않은 자 (명),결혼이민자,11771,2812,8959
인천,2020,한국국적을 가지지 않은 자 (명),유학생,5177,2683,2494
인천,2020,한국국적을 가지지 않은 자 (명),외국국적동포,22213,10505,11708
인천,2020,한국국적을 가지지 않은 자 (명),기타외국인,37601,20573,17028
인천,2020,한국국적을 취득한 자 (명),소계,16100,4167,11933
인천,2020,외국인주민자녀(출생) (명),소계,16084,8291,7793
인천,2021,총인구 (명),소계,2957044,1482202,1474842
인천,2021,합계 (명),소계,134714,67877,66837
인천,2021,한국국적을 가지지 않은 자 (명),소계,100379,54530,45849
인천,2021,한국국적을 가지지 않은 자 (명),외국인근로자,19718,15929,3789
인천,2021,한국국적을 가지지 않은 자 (명),결혼이민자,12216,2963,9253
인천,2021,한국국적을 가지지 않은 자 (명),유학생,5184,2495,2689
인천,2021,한국국적을 가지지 않은 자 (명),외국국적동포,24953,12152,12801
인천,2021,한국국적을 가지지 않은 자 (명),기타외국인,38308,20991,17317
인천,2021,한국국적을 취득한 자 (명),소계,17363,4584,12779
인천,2021,외국인주민자녀(출생) (명),소계,16972,8763,8209
인천,2022,총인구 (명),소계,2989125,1499105,1490020
인천,2022,합계 (명),소계,146885,74310,72575
인천,2022,한국국적을 가지지 않은 자 (명),소계,110201,60130,50071
인천,2022,한국국적을 가지지 않은 자 (명),외국인근로자,19814,16183,3631
인천,2022,한국국적을 가지지 않은 자 (명),결혼이민자,12664,3260,9404
인천,2022,한국국적을 가지지 않은 자 (명),유학생,6360,3087,3273
인천,2022,한국국적을 가지지 않은 자 (명),외국국적동포,29114,14249,14865
인천,2022,한국국적을 가지지 않은 자 (명),기타외국인,42249,23351,18898
인천,2022,한국국적을 취득한 자 (명),소계,18888,5003,13885
인천,2022,외국인주민자녀(출생) (명),소계,17796,9177,8619
광주,2015,총인구 (명),소계,1502881,-,-
광주,2015,합계 (명),소계,29131,15077,14054
광주,2015,한국국적을 가지지 않은 자 (명),소계,21592,12211,9381
광주,2015,한국국적을 가지지 않은 자 (명),외국인근로자,7445,5954,1491
광주,2015,한국국적을 가지지 않은 자 (명),결혼이민자,3154,344,2810
광주,2015,한국국적을 가지지 않은 자 (명),유학생,3406,1650,1756
광주,2015,한국국적을 가지지 않은 자 (명),외국국적동포,1690,883,807
광주,2015,한국국적을 가지지 않은 자 (명),기타외국인,5897,3380,2517
광주,2015,한국국적을 취득한 자 (명),소계,2449,186,2263
광주,2015,한국국적을 취득한 자 (명),혼인귀화자,1911,51,1860
광주,2015,한국국적을 취득한 자 (명),기타사유,538,135,403
광주,2015,외국인주민자녀(출생) (명),소계,5090,2680,2410
광주,2015,외국인주민자녀(출생) (명),외국인 부모,54,25,29
광주,2015,외국인주민자녀(출생) (명),외국인-한국인부모,4861,2548,2313
광주,2015,외국인주민자녀(출생) (명),한국인 부모,175,107,68
광주,2015,외국인주민 세대수 (세대),소계,6185,-,-
광주,2016,총인구 (명),소계,1501557,-,-
광주,2016,합계 (명),소계,31162,15945,15217
광주,2016,한국국적을 가지지 않은 자 (명),소계,23701,13211,10490
광주,2016,한국국적을 가지지 않은 자 (명),외국인근로자,7538,5997,1541
광주,2016,한국국적을 가지지 않은 자 (명),결혼이민자,3298,361,2937
광주,2016,한국국적을 가지지 않은 자 (명),유학생,3577,1750,1827
광주,2016,한국국적을 가지지 않은 자 (명),외국국적동포,2173,1148,1025
광주,2016,한국국적을 가지지 않은 자 (명),기타외국인,7115,3955,3160
광주,2016,한국국적을 취득한 자 (명),소계,2703,234,2469
광주,2016,외국인주민자녀(출생) (명),소계,4758,2500,2258
광주,2017,총인구 (명),소계,1496172,-,-
광주,2017,합계 (명),소계,34412,17661,16751
광주,2017,한국국적을 가지지 않은 자 (명),소계,26052,14532,11520
광주,2017,한국국적을 가지지 않은 자 (명),외국인근로자,7413,5904,1509
광주,2017,한국국적을 가지지 않은 자 (명),결혼이민자,3372,416,2956
광주,2017,한국국적을 가지지 않은 자 (명),유학생,4271,2205,2066
광주,2017,한국국적을 가지지 않은 자 (명),외국국적동포,2652,1363,1289
광주,2017,한국국적을 가지지 않은 자 (명),기타외국인,8344,4644,3700
광주,2017,한국국적을 취득한 자 (명),소계,2912,239,2673
광주,2017,외국인주민자녀(출생) (명),소계,5448,2890,2558
광주,2018,총인구 (명),소계,1490092,741728,748364
광주,2018,합계 (명),소계,38698,19943,18755
광주,2018,한국국적을 가지지 않은 자 (명),소계,29833,16601,13232
광주,2018,한국국적을 가지지 않은 자 (명),외국인근로자,7515,5981,1534
광주,2018,한국국적을 가지지 않은 자 (명),결혼이민자,3413,456,2957
광주,2018,한국국적을 가지지 않은 자 (명),유학생,5203,2779,2424
광주,2018,한국국적을 가지지 않은 자 (명),외국국적동포,2829,1454,1375
광주,2018,한국국적을 가지지 않은 자 (명),기타외국인,10873,5931,4942
광주,2018,한국국적을 취득한 자 (명),소계,3042,255,2787
광주,2018,외국인주민자녀(출생) (명),소계,5823,3087,2736
광주,2019,총인구 (명),소계,1489730,741287,748443
광주,2019,합계 (명),소계,43053,22007,21046
광주,2019,한국국적을 가지지 않은 자 (명),소계,33286,18348,14938
광주,2019,한국국적을 가지지 않은 자 (명),외국인근로자,7312,5851,1461
광주,2019,한국국적을 가지지 않은 자 (명),결혼이민자,3635,510,3125
광주,2019,한국국적을 가지지 않은 자 (명),유학생,6156,3335,2821
광주,2019,한국국적을 가지지 않은 자 (명),외국국적동포,2944,1526,1418
광주,2019,한국국적을 가지지 않은 자 (명),기타외국인,13239,7126,6113
광주,2019,한국국적을 취득한 자 (명),소계,3297,254,3043
광주,2019,외국인주민자녀(출생) (명),소계,6470,3405,3065
광주,2020,총인구 (명),소계,1477573,734140,743433
광주,2020,합계 (명),소계,40715,20047,20668
광주,2020,한국국적을 가지지 않은 자 (명),소계,30573,16308,14265
광주,2020,한국국적을 가지지 않은 자 (명),외국인근로자,6392,5126,1266
광주,2020,한국국적을 가지지 않은 자 (명),결혼이민자,3723,548,3175
광주,2020,한국국적을 가지지 않은 자 (명),유학생,5576,3071,2505
광주,2020,한국국적을 가지지 않은 자 (명),외국국적동포,3223,1665,1558
광주,2020,한국국적을 가지지 않은 자 (명),기타외국인,11659,5898,5761
광주,2020,한국국적을 취득한 자 (명),소계,3483,285,3198
광주,2020,외국인주민자녀(출생) (명),소계,6659,3454,3205
광주,2021,총인구 (명),소계,1475262,732088,743174
광주,2021,합계 (명),소계,41181,19986,21195
광주,2021,한국국적을 가지지 않은 자 (명),소계,30497,16040,14457
광주,2021,한국국적을 가지지 않은 자 (명),외국인근로자,5498,4525,973
광주,2021,한국국적을 가지지 않은 자 (명),결혼이민자,3709,575,3134
광주,2021,한국국적을 가지지 않은 자 (명),유학생,6184,3266,2918
광주,2021,한국국적을 가지지 않은 자 (명),외국국적동포,4010,2080,1930
광주,2021,한국국적을 가지지 않은 자 (명),기타외국인,11096,5594,5502
광주,2021,한국국적을 취득한 자 (명),소계,3675,295,3380
광주,2021,외국인주민자녀(출생) (명),소계,7009,3651,3358
광주,2022,총인구 (명),소계,1468972,728859,740113
광주,2022,합계 (명),소계,44063,21616,22447
광주,2022,한국국적을 가지지 않은 자 (명),소계,32863,17509,15354
광주,2022,한국국적을 가지지 않은 자 (명),외국인근로자,5723,4771,952
광주,2022,한국국적을 가지지 않은 자 (명),결혼이민자,3695,608,3087
광주,2022,한국국적을 가지지 않은 자 (명),유학생,6462,3400,3062
광주,2022,한국국적을 가지지 않은 자 (명),외국국적동포,4851,2540,2311
광주,2022,한국국적을 가지지 않은 자 (명),기타외국인,12132,6190,5942
광주,2022,한국국적을 취득한 자 (명),소계,3950,326,3624
광주,2022,외국인주민자녀(출생) (명),소계,7250,3781,3469
대전,2015,총인구 (명),소계,1538394,-,-
대전,2015,합계 (명),소계,25886,11566,14320
대전,2015,한국국적을 가지지 않은 자 (명),소계,19080,8933,10147
대전,2015,한국국적을 가지지 않은 자 (명),외국인근로자,3313,2260,1053
대전,2015,한국국적을 가지지 않은 자 (명),결혼이민자,3365,439,2926
대전,2015,한국국적을 가지지 않은 자 (명),유학생,5149,2475,2674
대전,2015,한국국적을 가지지 않은 자 (명),외국국적동포,1758,788,970
대전,2015,한국국적을 가지지 않은 자 (명),기타외국인,5495,2971,2524
대전,2015,한국국적을 취득한 자 (명),소계,2245,274,1971
대전,2015,한국국적을 취득한 자 (명),혼인귀화자,1605,85,1520
대전,2015,한국국적을 취득한 자 (명),기타사유,640,189,451
대전,2015,외국인주민자녀(출생) (명),소계,4561,2359,2202
대전,2015,외국인주민자녀(출생) (명),외국인 부모,28,12,16
대전,2015,외국인주민자녀(출생) (명),외국인-한국인부모,4338,2236,2102
대전,2015,외국인주민자녀(출생) (명),한국인 부모,195,111,84
대전,2015,외국인주민 세대수 (세대),소계,6116,-,-
대전,2016,총인구 (명),소계,1535445,-,-
대전,2016,합계 (명),소계,26656,11817,14839
대전,2016,한국국적을 가지지 않은 자 (명),소계,19687,9222,10465
대전,2016,한국국적을 가지지 않은 자 (명),외국인근로자,3079,2160,919
대전,2016,한국국적을 가지지 않은 자 (명),결혼이민자,3361,422,2939
대전,2016,한국국적을 가지지 않은 자 (명),유학생,5467,2633,2834
대전,2016,한국국적을 가지지 않은 자 (명),외국국적동포,1644,763,881
대전,2016,한국국적을 가지지 않은 자 (명),기타외국인,6136,3244,2892
대전,2016,한국국적을 취득한 자 (명),소계,2538,317,2221
대전,2016,외국인주민자녀(출생) (명),소계,4431,2278,2153
대전,2017,총인구 (명),소계,1525849,-,-
대전,2017,합계 (명),소계,28404,12647,15757
대전,2017,한국국적을 가지지 않은 자 (명),소계,20534,9703,10831
대전,2017,한국국적을 가지지 않은 자 (명),외국인근로자,2826,2006,820
대전,2017,한국국적을 가지지 않은 자 (명),결혼이민자,3346,465,2881
대전,2017,한국국적을 가지지 않은 자 (명),유학생,6003,2955,3048
대전,2017,한국국적을 가지지 않은 자 (명),외국국적동포,1805,839,966
대전,2017,한국국적을 가지지 않은 자 (명),기타외국인,6554,3438,3116
대전,2017,한국국적을 취득한 자 (명),소계,2760,340,2420
대전,2017,외국인주민자녀(출생) (명),소계,5110,2604,2506
대전,2018,총인구 (명),소계,1511214,758035,753179
대전,2018,합계 (명),소계,31100,14053,17047
대전,2018,한국국적을 가지지 않은 자 (명),소계,22858,10959,11899
대전,2018,한국국적을 가지지 않은 자 (명),외국인근로자,2903,2046,857
대전,2018,한국국적을 가지지 않은 자 (명),결혼이민자,3355,496,2859
대전,2018,한국국적을 가지지 않은 자 (명),유학생,6470,3310,3160
대전,2018,한국국적을 가지지 않은 자 (명),외국국적동포,1821,835,986
대전,2018,한국국적을 가지지 않은 자 (명),기타외국인,8309,4272,4037
대전,2018,한국국적을 취득한 자 (명),소계,2877,357,2520
대전,2018,외국인주민자녀(출생) (명),소계,5365,2737,2628
대전,2019,총인구 (명),소계,1498839,751585,747254
대전,2019,합계 (명),소계,34148,15458,18690
대전,2019,한국국적을 가지지 않은 자 (명),소계,25147,12064,13083
대전,2019,한국국적을 가지지 않은 자 (명),외국인근로자,2879,2057,822
대전,2019,한국국적을 가지지 않은 자 (명),결혼이민자,3457,487,2970
대전,2019,한국국적을 가지지 않은 자 (명),유학생,7009,3592,3417
대전,2019,한국국적을 가지지 않은 자 (명),외국국적동포,1798,828,970
대전,2019,한국국적을 가지지 않은 자 (명),기타외국인,10004,5100,4904
대전,2019,한국국적을 취득한 자 (명),소계,3059,374,2685
대전,2019,외국인주민자녀(출생) (명),소계,5942,3020,2922
대전,2020,총인구 (명),소계,1488435,744349,744086
대전,2020,합계 (명),소계,32302,14010,18292
대전,2020,한국국적을 가지지 않은 자 (명),소계,22928,10497,12431
대전,2020,한국국적을 가지지 않은 자 (명),외국인근로자,2838,2062,776
대전,2020,한국국적을 가지지 않은 자 (명),결혼이민자,3538,521,3017
대전,2020,한국국적을 가지지 않은 자 (명),유학생,5807,3079,2728
대전,2020,한국국적을 가지지 않은 자 (명),외국국적동포,2033,933,1100
대전,2020,한국국적을 가지지 않은 자 (명),기타외국인,8712,3902,4810
대전,2020,한국국적을 취득한 자 (명),소계,3228,403,2825
대전,2020,외국인주민자녀(출생) (명),소계,6146,3110,3036
대전,2021,총인구 (명),소계,1479740,740481,739259
대전,2021,합계 (명),소계,33078,14148,18930
대전,2021,한국국적을 가지지 않은 자 (명),소계,23263,10474,12789
대전,2021,한국국적을 가지지 않은 자 (명),외국인근로자,2624,1861,763
대전,2021,한국국적을 가지지 않은 자 (명),결혼이민자,3472,525,2947
대전,2021,한국국적을 가지지 않은 자 (명),유학생,6866,3524,3342
대전,2021,한국국적을 가지지 않은 자 (명),외국국적동포,2075,967,1108
대전,2021,한국국적을 가지지 않은 자 (명),기타외국인,8226,3597,4629
대전,2021,한국국적을 취득한 자 (명),소계,3420,424,2996
대전,2021,외국인주민자녀(출생) (명),소계,6395,3250,3145
대전,2022,총인구 (명),소계,1473662,737127,736535
대전,2022,합계 (명),소계,36435,15816,20619
대전,2022,한국국적을 가지지 않은 자 (명),소계,26283,12032,14251
대전,2022,한국국적을 가지지 않은 자 (명),외국인근로자,2631,1889,742
대전,2022,한국국적을 가지지 않은 자 (명),결혼이민자,3398,544,2854
대전,2022,한국국적을 가지지 않은 자 (명),유학생,9399,4738,4661
대전,2022,한국국적을 가지지 않은 자 (명),외국국적동포,2076,953,1123
대전,2022,한국국적을 가지지 않은 자 (명),기타외국인,8779,3908,4871
대전,2022,한국국적을 취득한 자 (명),소계,3591,451,3140
대전,2022,외국인주민자녀(출생) (명),소계,6561,3333,3228
울산,2015,총인구 (명),소계,1166615,-,-
울산,2015,합계 (명),소계,36953,21954,14999
울산,2015,한국국적을 가지지 않은 자 (명),소계,29860,19321,10539
울산,2015,한국국적을 가지지 않은 자 (명),외국인근로자,13806,11189,2617
울산,2015,한국국적을 가지지 않은 자 (명),결혼이민자,3042,420,2622
울산,2015,한국국적을 가지지 않은 자 (명),유학생,1004,648,356
울산,2015,한국국적을 가지지 않은 자 (명),외국국적동포,4936,3156,1780
울산,2015,한국국적을 가지지 않은 자 (명),기타외국인,7072,3908,3164
울산,2015,한국국적을 취득한 자 (명),소계,2717,398,2319
울산,2015,한국국적을 취득한 자 (명),혼인귀화자,1986,134,1852
울산,2015,한국국적을 취득한 자 (명),기타사유,731,264,467
울산,2015,외국인주민자녀(출생) (명),소계,4376,2235,2141
울산,2015,외국인주민자녀(출생) (명),외국인 부모,84,42,42
울산,2015,외국인주민자녀(출생) (명),외국인-한국인부모,4120,2102,2018
울산,2015,외국인주민자녀(출생) (명),한국인 부모,172,91,81
울산,2015,외국인주민 세대수 (세대),소계,6076,-,-
울산,2016,총인구 (명),소계,1166033,-,-
울산,2016,합계 (명),소계,35929,20768,15161
울산,2016,한국국적을 가지지 않은 자 (명),소계,28792,18160,10632
울산,2016,한국국적을 가지지 않은 자 (명),외국인근로자,11690,9585,2105
울산,2016,한국국적을 가지지 않은 자 (명),결혼이민자,3332,444,2888
울산,2016,한국국적을 가지지 않은 자 (명),유학생,1067,683,384
울산,2016,한국국적을 가지지 않은 자 (명),외국국적동포,5150,3287,1863
울산,2016,한국국적을 가지지 않은 자 (명),기타외국인,7553,4161,3392
울산,2016,한국국적을 취득한 자 (명),소계,2885,429,2456
울산,2016,외국인주민자녀(출생) (명),소계,4252,2179,2073
울산,2017,총인구 (명),소계,1157077,-,-
울산,2017,합계 (명),소계,34373,19260,15113
울산,2017,한국국적을 가지지 않은 자 (명),소계,26601,16354,10247
울산,2017,한국국적을 가지지 않은 자 (명),외국인근로자,9218,7756,1462
울산,2017,한국국적을 가지지 않은 자 (명),결혼이민자,3346,480,2866
울산,2017,한국국적을 가지지 않은 자 (명),유학생,1171,720,451
울산,2017,한국국적을 가지지 않은 자 (명),외국국적동포,5091,3134,1957
울산,2017,한국국적을 가지지 않은 자 (명),기타외국인,7775,4264,3511
울산,2017,한국국적을 취득한 자 (명),소계,2950,421,2529
울산,2017,외국인주민자녀(출생) (명),소계,4822,2485,2337
울산,2018,총인구 (명),소계,1150116,595795,554321
울산,2018,합계 (명),소계,35249,19555,15694
울산,2018,한국국적을 가지지 않은 자 (명),소계,27162,16532,10630
울산,2018,한국국적을 가지지 않은 자 (명),외국인근로자,8818,7339,1479
울산,2018,한국국적을 가지지 않은 자 (명),결혼이민자,3373,512,2861
울산,2018,한국국적을 가지지 않은 자 (명),유학생,1446,943,503
울산,2018,한국국적을 가지지 않은 자 (명),외국국적동포,4948,3040,1908
울산,2018,한국국적을 가지지 않은 자 (명),기타외국인,8577,4698,3879
울산,2018,한국국적을 취득한 자 (명),소계,3038,422,2616
울산,2018,외국인주민자녀(출생) (명),소계,5049,2601,2448
울산,2019,총인구 (명),소계,1143692,591965,551727
울산,2019,합계 (명),소계,37284,20671,16613
울산,2019,한국국적을 가지지 않은 자 (명),소계,28604,17419,11185
울산,2019,한국국적을 가지지 않은 자 (명),외국인근로자,8338,7085,1253
울산,2019,한국국적을 가지지 않은 자 (명),결혼이민자,3503,545,2958
울산,2019,한국국적을 가지지 않은 자 (명),유학생,1704,1154,550
울산,2019,한국국적을 가지지 않은 자 (명),외국국적동포,4830,2931,1899
울산,2019,한국국적을 가지지 않은 자 (명),기타외국인,10229,5704,4525
울산,2019,한국국적을 취득한 자 (명),소계,3145,419,2726
울산,2019,외국인주민자녀(출생) (명),소계,5535,2833,2702
울산,2020,총인구 (명),소계,1135423,585978,549445
울산,2020,합계 (명),소계,35996,19235,16761
울산,2020,한국국적을 가지지 않은 자 (명),소계,26895,15847,11048
울산,2020,한국국적을 가지지 않은 자 (명),외국인근로자,6997,5970,1027
울산,2020,한국국적을 가지지 않은 자 (명),결혼이민자,3461,548,2913
울산,2020,한국국적을 가지지 않은 자 (명),유학생,1662,1137,525
울산,2020,한국국적을 가지지 않은 자 (명),외국국적동포,5282,3148,2134
울산,2020,한국국적을 가지지 않은 자 (명),기타외국인,9493,5044,4449
울산,2020,한국국적을 취득한 자 (명),소계,3382,461,2921
울산,2020,외국인주민자녀(출생) (명),소계,5719,2927,2792
울산,2021,총인구 (명),소계,1120753,578207,542546
울산,2021,합계 (명),소계,34800,18302,16498
울산,2021,한국국적을 가지지 않은 자 (명),소계,25388,14779,10609
울산,2021,한국국적을 가지지 않은 자 (명),외국인근로자,6041,5204,837
울산,2021,한국국적을 가지지 않은 자 (명),결혼이민자,3394,542,2852
울산,2021,한국국적을 가지지 않은 자 (명),유학생,1649,1093,556
울산,2021,한국국적을 가지지 않은 자 (명),외국국적동포,5228,3166,2062
울산,2021,한국국적을 가지지 않은 자 (명),기타외국인,9076,4774,4302
울산,2021,한국국적을 취득한 자 (명),소계,3494,481,3013
울산,2021,외국인주민자녀(출생) (명),소계,5918,3042,2876
울산,2022,총인구 (명),소계,1110516,573080,537436
울산,2022,합계 (명),소계,36061,19310,16751
울산,2022,한국국적을 가지지 않은 자 (명),소계,26352,15694,10658
울산,2022,한국국적을 가지지 않은 자 (명),외국인근로자,6402,5670,732
울산,2022,한국국적을 가지지 않은 자 (명),결혼이민자,3338,555,2783
울산,2022,한국국적을 가지지 않은 자 (명),유학생,1489,970,519
울산,2022,한국국적을 가지지 않은 자 (명),외국국적동포,5354,3250,2104
울산,2022,한국국적을 가지지 않은 자 (명),기타외국인,9769,5249,4520
울산,2022,한국국적을 취득한 자 (명),소계,3669,525,3144
울산,2022,외국인주민자녀(출생) (명),소계,6040,3091,2949
세종,2015,총인구 (명),소계,204088,-,-
세종,2015,합계 (명),소계,5570,3184,2386
세종,2015,한국국적을 가지지 않은 자 (명),소계,4471,2755,1716
세종,2015,한국국적을 가지지 않은 자 (명),외국인근로자,1923,1568,355
세종,2015,한국국적을 가지지 않은 자 (명),결혼이민자,524,64,460
세종,2015,한국국적을 가지지 않은 자 (명),유학생,522,283,239
세종,2015,한국국적을 가지지 않은 자 (명),외국국적동포,495,272,223
세종,2015,한국국적을 가지지 않은 자 (명),기타외국인,1007,568,439
세종,2015,한국국적을 취득한 자 (명),소계,370,52,318
세종,2015,한국국적을 취득한 자 (명),혼인귀화자,261,16,245
세종,2015,한국국적을 취득한 자 (명),기타사유,109,36,73
세종,2015,외국인주민자녀(출생) (명),소계,729,377,352
세종,2015,외국인주민자녀(출생) (명),외국인 부모,9,7,*
세종,2015,외국인주민자녀(출생) (명),외국인-한국인부모,686,351,335
세종,2015,외국인주민자녀(출생) (명),한국인 부모,34,19,15
세종,2015,외국인주민 세대수 (세대),소계,919,-,-
세종,2016,총인구 (명),소계,242507,-,-
세종,2016,합계 (명),소계,6084,3351,2733
세종,2016,한국국적을 가지지 않은 자 (명),소계,4835,2883,1952
세종,2016,한국국적을 가지지 않은 자 (명),외국인근로자,1876,1528,348
세종,2016,한국국적을 가지지 않은 자 (명),결혼이민자,598,97,501
세종,2016,한국국적을 가지지 않은 자 (명),유학생,556,273,283
세종,2016,한국국적을 가지지 않은 자 (명),외국국적동포,604,328,276
세종,2016,한국국적을 가지지 않은 자 (명),기타외국인,1201,657,544
세종,2016,한국국적을 취득한 자 (명),소계,455,57,398
세종,2016,외국인주민자녀(출생) (명),소계,794,411,383
세종,2017,총인구 (명),소계,276589,-,-
세종,2017,합계 (명),소계,6761,3683,3078
세종,2017,한국국적을 가지지 않은 자 (명),소계,5290,3130,2160
세종,2017,한국국적을 가지지 않은 자 (명),외국인근로자,1886,1543,343
세종,2017,한국국적을 가지지 않은 자 (명),결혼이민자,691,122,569
세종,2017,한국국적을 가지지 않은 자 (명),유학생,606,307,299
세종,2017,한국국적을 가지지 않은 자 (명),외국국적동포,770,413,357
세종,2017,한국국적을 가지지 않은 자 (명),기타외국인,1337,745,592
세종,2017,한국국적을 취득한 자 (명),소계,534,69,465
세종,2017,외국인주민자녀(출생) (명),소계,937,484,453
세종,2018,총인구 (명),소계,312374,157289,155085
세종,2018,합계 (명),소계,8187,4545,3642
세종,2018,한국국적을 가지지 않은 자 (명),소계,6486,3887,2599
세종,2018,한국국적을 가지지 않은 자 (명),외국인근로자,2013,1659,354
세종,2018,한국국적을 가지지 않은 자 (명),결혼이민자,758,131,627
세종,2018,한국국적을 가지지 않은 자 (명),유학생,1023,609,414
세종,2018,한국국적을 가지지 않은 자 (명),외국국적동포,821,448,373
세종,2018,한국국적을 가지지 않은 자 (명),기타외국인,1871,1040,831
세종,2018,한국국적을 취득한 자 (명),소계,593,79,514
세종,2018,외국인주민자녀(출생) (명),소계,1108,579,529
세종,2019,총인구 (명),소계,338136,170148,167988
세종,2019,합계 (명),소계,9814,5618,4196
세종,2019,한국국적을 가지지 않은 자 (명),소계,7829,4860,2969
세종,2019,한국국적을 가지지 않은 자 (명),외국인근로자,2117,1755,362
세종,2019,한국국적을 가지지 않은 자 (명),결혼이민자,824,144,680
세종,2019,한국국적을 가지지 않은 자 (명),유학생,1437,925,512
세종,2019,한국국적을 가지지 않은 자 (명),외국국적동포,832,444,388
세종,2019,한국국적을 가지지 않은 자 (명),기타외국인,2619,1592,1027
세종,2019,한국국적을 취득한 자 (명),소계,666,92,574
세종,2019,외국인주민자녀(출생) (명),소계,1319,666,653
세종,2020,총인구 (명),소계,353933,177939,175994
세종,2020,합계 (명),소계,9382,5215,4167
세종,2020,한국국적을 가지지 않은 자 (명),소계,7244,4398,2846
세종,2020,한국국적을 가지지 않은 자 (명),외국인근로자,2020,1697,323
세종,2020,한국국적을 가지지 않은 자 (명),결혼이민자,878,166,712
세종,2020,한국국적을 가지지 않은 자 (명),유학생,1180,766,414
세종,2020,한국국적을 가지지 않은 자 (명),외국국적동포,918,492,426
세종,2020,한국국적을 가지지 않은 자 (명),기타외국인,2248,1277,971
세종,2020,한국국적을 취득한 자 (명),소계,729,106,623
세종,2020,외국인주민자녀(출생) (명),소계,1409,711,698
세종,2021,총인구 (명),소계,366227,183616,182611
세종,2021,합계 (명),소계,9335,5039,4296
세종,2021,한국국적을 가지지 않은 자 (명),소계,6991,4156,2835
세종,2021,한국국적을 가지지 않은 자 (명),외국인근로자,1908,1587,321
세종,2021,한국국적을 가지지 않은 자 (명),결혼이민자,880,171,709
세종,2021,한국국적을 가지지 않은 자 (명),유학생,1279,802,477
세종,2021,한국국적을 가지지 않은 자 (명),외국국적동포,983,518,465
세종,2021,한국국적을 가지지 않은 자 (명),기타외국인,1941,1078,863
세종,2021,한국국적을 취득한 자 (명),소계,803,108,695
세종,2021,외국인주민자녀(출생) (명),소계,1541,775,766
세종,2022,총인구 (명),소계,382589,192165,190424
세종,2022,합계 (명),소계,9756,5139,4617
세종,2022,한국국적을 가지지 않은 자 (명),소계,7197,4183,3014
세종,2022,한국국적을 가지지 않은 자 (명),외국인근로자,1794,1481,313
세종,2022,한국국적을 가지지 않은 자 (명),결혼이민자,884,174,710
세종,2022,한국국적을 가지지 않은 자 (명),유학생,1410,856,554
세종,2022,한국국적을 가지지 않은 자 (명),외국국적동포,1028,548,480
세종,2022,한국국적을 가지지 않은 자 (명),기타외국인,2081,1124,957
세종,2022,한국국적을 취득한 자 (명),소계,882,114,768
세종,2022,외국인주민자녀(출생) (명),소계,1677,842,835
경기,2015,총인구 (명),소계,12479061,-,-
경기,2015,합계 (명),소계,549503,306877,242626
경기,2015,한국국적을 가지지 않은 자 (명),소계,452632,269861,182771
경기,2015,한국국적을 가지지 않은 자 (명),외국인근로자,213808,155854,57954
경기,2015,한국국적을 가지지 않은 자 (명),결혼이민자,39769,8278,31491
경기,2015,한국국적을 가지지 않은 자 (명),유학생,9933,5200,4733
경기,2015,한국국적을 가지지 않은 자 (명),외국국적동포,77605,39650,37955
경기,2015,한국국적을 가지지 않은 자 (명),기타외국인,111517,60879,50638
경기,2015,한국국적을 취득한 자 (명),소계,46558,11404,35154
경기,2015,한국국적을 취득한 자 (명),혼인귀화자,27678,3831,23847
경기,2015,한국국적을 취득한 자 (명),기타사유,18880,7573,11307
경기,2015,외국인주민자녀(출생) (명),소계,50313,25612,24701
경기,2015,외국인주민자녀(출생) (명),외국인 부모,2366,1216,1150
경기,2015,외국인주민자녀(출생) (명),외국인-한국인부모,45725,23267,22458
경기,2015,외국인주민자녀(출생) (명),한국인 부모,2222,1129,1093
경기,2015,외국인주민 세대수 (세대),소계,84295,-,-
경기,2016,총인구 (명),소계,12671956,-,-
경기,2016,합계 (명),소계,571384,319501,251883
경기,2016,한국국적을 가지지 않은 자 (명),소계,472699,282365,190334
경기,2016,한국국적을 가지지 않은 자 (명),외국인근로자,204280,153244,51036
경기,2016,한국국적을 가지지 않은 자 (명),결혼이민자,46297,9712,36585
경기,2016,한국국적을 가지지 않은 자 (명),유학생,11879,6039,5840
경기,2016,한국국적을 가지지 않은 자 (명),외국국적동포,88179,45126,43053
경기,2016,한국국적을 가지지 않은 자 (명),기타외국인,122064,68244,53820
경기,2016,한국국적을 취득한 자 (명),소계,49551,11967,37584
경기,2016,외국인주민자녀(출생) (명),소계,49134,25169,23965
경기,2017,총인구 (명),소계,12851601,-,-
경기,2017,합계 (명),소계,603609,336239,267370
경기,2017,한국국적을 가지지 않은 자 (명),소계,497089,295967,201122
경기,2017,한국국적을 가지지 않은 자 (명),외국인근로자,189028,144869,44159
경기,2017,한국국적을 가지지 않은 자 (명),결혼이민자,47161,10416,36745
경기,2017,한국국적을 가지지 않은 자 (명),유학생,14609,7516,7093
경기,2017,한국국적을 가지지 않은 자 (명),외국국적동포,106827,53938,52889
